"Date","Occupation Code","Occupation Skill Level","Occupation Standard","Occupation","Count"
2012-05-31,"133511","Skill level 1","ANZSCO","Production Manager (Forestry)",3
2012-05-31,"133512","Skill level 1","ANZSCO","Production Manager (Manufacturing)",3
2012-05-31,"133611","Skill level 1","ANZSCO","Supply and Distribution Manager",3
2012-05-31,"134499","Skill level 1","ANZSCO","Education Managers nec",0
2012-05-31,"135112","Skill level 1","ANZSCO","ICT Project Manager",9
2012-05-31,"135199","Skill level 1","ANZSCO","ICT Managers nec",3
2012-05-31,"139111","Skill level 1","ANZSCO","Commissioned Defence Force Officer",3
2012-05-31,"139912","Skill level 1","ANZSCO","Environmental Manager",3
2012-05-31,"139914","Skill level 1","ANZSCO","Quality Assurance Manager",0
2012-05-31,"139999","Skill level 1","ANZSCO","Specialist Managers nec",3
2012-05-31,"141111","Skill level 2","ANZSCO","Cafe or Restaurant Manager",60
2012-05-31,"141211","Skill level 2","ANZSCO","Caravan Park and Camping Ground Manager",0
2012-05-31,"141311","Skill level 2","ANZSCO","Hotel or Motel Manager",9
2012-05-31,"141411","Skill level 2","ANZSCO","Licensed Club Manager",0
2012-05-31,"141912","Skill level 2","ANZSCO","Retirement Village Manager",3
2012-05-31,"141999","Skill level 2","ANZSCO","Accommodation and Hospitality Managers nec",3
2012-05-31,"142111","Skill level 2","ANZSCO","Retail Manager (General)",66
2012-05-31,"142114","Skill level 2","ANZSCO","Hair or Beauty Salon Manager",3
2012-05-31,"142116","Skill level 2","ANZSCO","Travel Agency Manager",3
2012-05-31,"149111","Skill level 2","ANZSCO","Amusement Centre Manager",0
2012-05-31,"149212","Skill level 2","ANZSCO","Customer Service Manager",6
2012-05-31,"149311","Skill level 2","ANZSCO","Conference and Event Organiser",0
2012-05-31,"149413","Skill level 2","ANZSCO","Transport Company Manager",0
2012-05-31,"149913","Skill level 2","ANZSCO","Facilities Manager",3
2012-05-31,"149999","Skill level 2","ANZSCO","Hospitality, Retail and Service Managers nec",6
2012-05-31,"211199","Skill level 1","ANZSCO","Actors, Dancers and Other Entertainers nec",3
2012-05-31,"212112","Skill level 1","ANZSCO","Media Producer (excluding Video)",0
2012-05-31,"212113","Skill level 1","ANZSCO","Radio Presenter",0
2012-05-31,"212314","Skill level 1","ANZSCO","Film and Video Editor",0
2012-05-31,"212317","Skill level 1","ANZSCO","Technical Director",3
2012-05-31,"212399","Skill level 1","ANZSCO","Film, Television, Radio and Stage Directors nec",0
2012-05-31,"212499","Skill level 1","ANZSCO","Journalists and Other Writers nec",0
2012-05-31,"221111","Skill level 1","ANZSCO","Accountant (General)",12
2012-05-31,"221112","Skill level 1","ANZSCO","Management Accountant",3
2012-05-31,"221113","Skill level 1","ANZSCO","Taxation Accountant",3
2012-05-31,"221213","Skill level 1","ANZSCO","External Auditor",0
2012-05-31,"221214","Skill level 1","ANZSCO","Internal Auditor",3
2012-05-31,"222199","Skill level 2","ANZSCO","Financial Brokers nec",0
2012-05-31,"222211","Skill level 1","ANZSCO","Financial Market Dealer",3
2012-05-31,"222311","Skill level 1","ANZSCO","Financial Investment Adviser",0
2012-05-31,"222312","Skill level 1","ANZSCO","Financial Investment Manager",0
2012-05-31,"223112","Skill level 1","ANZSCO","Recruitment Consultant",6
2012-05-31,"223211","Skill level 1","ANZSCO","ICT Trainer",3
2012-05-31,"223311","Skill level 1","ANZSCO","Training and Development Professional",3
2012-05-31,"224412","Skill level 1","ANZSCO","Policy Analyst",0
2012-05-31,"224711","Skill level 1","ANZSCO","Management Consultant",3
2012-05-31,"224712","Skill level 1","ANZSCO","Organisation and Methods Analyst",3
2012-05-31,"224999","Skill level 1","ANZSCO","Information and Organisation Professionals nec",3
2012-05-31,"225111","Skill level 1","ANZSCO","Advertising Specialist",0
2012-05-31,"225113","Skill level 1","ANZSCO","Marketing Specialist",9
2012-05-31,"225211","Skill level 1","ANZSCO","ICT Account Manager",3
2012-05-31,"225213","Skill level 1","ANZSCO","ICT Sales Representative",3
2012-05-31,"225311","Skill level 1","ANZSCO","Public Relations Professional",3
2012-05-31,"225411","Skill level 1","ANZSCO","Sales Representative (Industrial Products)",0
2012-05-31,"225412","Skill level 1","ANZSCO","Sales Representative (Medical and Pharmaceutical Products)",3
2012-05-31,"225499","Skill level 1","ANZSCO","Technical Sales Representatives nec",3
2012-05-31,"231214","Skill level 1","ANZSCO","Ship's Officer",3
2012-05-31,"232212","Skill level 1","ANZSCO","Surveyor",3
2012-05-31,"232214","Skill level 1","ANZSCO","Other Spatial Scientist",0
2012-05-31,"232411","Skill level 1","ANZSCO","Graphic Designer",3
2012-05-31,"232413","Skill level 1","ANZSCO","Multimedia Designer",6
2012-05-31,"232611","Skill level 1","ANZSCO","Urban and Regional Planner",3
2012-05-31,"233211","Skill level 1","ANZSCO","Civil Engineer",6
2012-05-31,"233212","Skill level 1","ANZSCO","Geotechnical Engineer",0
2012-05-31,"233213","Skill level 1","ANZSCO","Quantity Surveyor",6
2012-05-31,"233214","Skill level 1","ANZSCO","Structural Engineer",6
2012-05-31,"233215","Skill level 1","ANZSCO","Transport Engineer",3
2012-05-31,"233311","Skill level 1","ANZSCO","Electrical Engineer",3
2012-05-31,"233411","Skill level 1","ANZSCO","Electronics Engineer",6
2012-05-31,"233512","Skill level 1","ANZSCO","Mechanical Engineer",3
2012-05-31,"233513","Skill level 1","ANZSCO","Production or Plant Engineer",3
2012-05-31,"233612","Skill level 1","ANZSCO","Petroleum Engineer",3
2012-05-31,"233911","Skill level 1","ANZSCO","Aeronautical Engineer",0
2012-05-31,"234111","Skill level 1","ANZSCO","Agricultural Consultant",0
2012-05-31,"234112","Skill level 1","ANZSCO","Agricultural Scientist",3
2012-05-31,"234113","Skill level 1","ANZSCO","Forester (Aus) / Forest Scientist (NZ)",3
2012-05-31,"234211","Skill level 1","ANZSCO","Chemist",0
2012-05-31,"234212","Skill level 1","ANZSCO","Food Technologist",3
2012-05-31,"234312","Skill level 1","ANZSCO","Environmental Consultant",0
2012-05-31,"234313","Skill level 1","ANZSCO","Environmental Research Scientist",3
2012-05-31,"234399","Skill level 1","ANZSCO","Environmental Scientists nec",0
2012-05-31,"234512","Skill level 1","ANZSCO","Anatomist or Physiologist",0
2012-05-31,"234514","Skill level 1","ANZSCO","Biotechnologist",6
2012-05-31,"234711","Skill level 1","ANZSCO","Veterinarian",3
2012-05-31,"234911","Skill level 1","ANZSCO","Conservator",0
2012-05-31,"234913","Skill level 1","ANZSCO","Meteorologist",0
2012-05-31,"241111","Skill level 1","ANZSCO","Early Childhood (Pre-primary School) Teacher",15
2012-05-31,"241213","Skill level 1","ANZSCO","Primary School Teacher",9
2012-05-31,"241311","Skill level 1","ANZSCO","Middle School Teacher (Aus) / Intermediate School Teacher (NZ)",0
2012-05-31,"241411","Skill level 1","ANZSCO","Secondary School Teacher",12
2012-05-31,"241511","Skill level 1","ANZSCO","Special Needs Teacher",0
2012-05-31,"242111","Skill level 1","ANZSCO","University Lecturer",24
2012-05-31,"242211","Skill level 1","ANZSCO","Vocational Education Teacher (Aus) / Polytechnic Teacher (NZ)",6
2012-05-31,"249111","Skill level 1","ANZSCO","Education Adviser",0
2012-05-31,"249299","Skill level 1","ANZSCO","Private Tutors and Teachers nec",0
2012-05-31,"249311","Skill level 1","ANZSCO","Teacher of English to Speakers of Other Languages",0
2012-05-31,"251212","Skill level 1","ANZSCO","Medical Radiation Therapist",0
2012-05-31,"251311","Skill level 1","ANZSCO","Environmental Health Officer",0
2012-05-31,"251312","Skill level 1","ANZSCO","Occupational Health and Safety Adviser",3
2012-05-31,"251513","Skill level 1","ANZSCO","Retail Pharmacist",3
2012-05-31,"251911","Skill level 1","ANZSCO","Health Promotion Officer",3
2012-05-31,"252112","Skill level 1","ANZSCO","Osteopath",3
2012-05-31,"252211","Skill level 1","ANZSCO","Acupuncturist",0
2012-05-31,"252212","Skill level 1","ANZSCO","Homoeopath",0
2012-05-31,"252312","Skill level 1","ANZSCO","Dentist",3
2012-05-31,"252511","Skill level 1","ANZSCO","Physiotherapist",3
2012-05-31,"253111","Skill level 1","ANZSCO","General Practitioner",6
2012-05-31,"253112","Skill level 1","ANZSCO","Resident Medical Officer",12
2012-05-31,"253211","Skill level 1","ANZSCO","Anaesthetist",0
2012-05-31,"253321","Skill level 1","ANZSCO","Paediatrician",3
2012-05-31,"253322","Skill level 1","ANZSCO","Renal Medicine Specialist",0
2012-05-31,"253411","Skill level 1","ANZSCO","Psychiatrist",3
2012-05-31,"253515","Skill level 1","ANZSCO","Otorhinolaryngologist",3
2012-05-31,"253912","Skill level 1","ANZSCO","Emergency Medicine Specialist",3
2012-05-31,"253913","Skill level 1","ANZSCO","Obstetrician and Gynaecologist",3
2012-05-31,"253918","Skill level 1","ANZSCO","Radiation Oncologist",0
2012-05-31,"253999","Skill level 1","ANZSCO","Medical Practitioners nec",3
2012-05-31,"254111","Skill level 1","ANZSCO","Midwife",6
2012-05-31,"254411","Skill level 1","ANZSCO","Nurse Practitioner",0
2012-05-31,"254412","Skill level 1","ANZSCO","Registered Nurse (Aged Care)",54
2012-05-31,"254413","Skill level 1","ANZSCO","Registered Nurse (Child and Family Health)",3
2012-05-31,"254415","Skill level 1","ANZSCO","Registered Nurse (Critical Care and Emergency)",6
2012-05-31,"254416","Skill level 1","ANZSCO","Registered Nurse (Developmental Disability)",3
2012-05-31,"254417","Skill level 1","ANZSCO","Registered Nurse (Disability and Rehabilitation)",3
2012-05-31,"254418","Skill level 1","ANZSCO","Registered Nurse (Medical)",15
2012-05-31,"254422","Skill level 1","ANZSCO","Registered Nurse (Mental Health)",3
2012-05-31,"254423","Skill level 1","ANZSCO","Registered Nurse (Perioperative)",0
2012-05-31,"254424","Skill level 1","ANZSCO","Registered Nurse (Surgical)",6
2012-05-31,"254499","Skill level 1","ANZSCO","Registered Nurses nec",0
2012-05-31,"261111","Skill level 1","ANZSCO","ICT Business Analyst",15
2012-05-31,"261112","Skill level 1","ANZSCO","Systems Analyst",9
2012-05-31,"261212","Skill level 1","ANZSCO","Web Developer",9
2012-05-31,"261311","Skill level 1","ANZSCO","Analyst Programmer",9
2012-05-31,"261312","Skill level 1","ANZSCO","Developer Programmer",9
2012-05-31,"261313","Skill level 1","ANZSCO","Software Engineer",15
2012-05-31,"261314","Skill level 1","ANZSCO","Software Tester",6
2012-05-31,"261399","Skill level 1","ANZSCO","Software and Applications Programmers nec",3
2012-05-31,"262111","Skill level 1","ANZSCO","Database Administrator",3
2012-05-31,"262112","Skill level 1","ANZSCO","ICT Security Specialist",6
2012-05-31,"262113","Skill level 1","ANZSCO","Systems Administrator",6
2012-05-31,"263111","Skill level 1","ANZSCO","Computer Network and Systems Engineer",9
2012-05-31,"263112","Skill level 1","ANZSCO","Network Administrator",3
2012-05-31,"263211","Skill level 1","ANZSCO","ICT Quality Assurance Engineer",3
2012-05-31,"263212","Skill level 1","ANZSCO","ICT Support Engineer",6
2012-05-31,"263213","Skill level 1","ANZSCO","ICT Systems Test Engineer",6
2012-05-31,"263299","Skill level 1","ANZSCO","ICT Support and Test Engineers nec",0
2012-05-31,"263311","Skill level 1","ANZSCO","Telecommunications Engineer",0
2012-05-31,"263312","Skill level 1","ANZSCO","Telecommunications Network Engineer",3
2012-05-31,"272112","Skill level 1","ANZSCO","Drug and Alcohol Counsellor",0
2012-05-31,"272114","Skill level 1","ANZSCO","Rehabilitation Counsellor",0
2012-05-31,"272199","Skill level 1","ANZSCO","Counsellors nec",0
2012-05-31,"272211","Skill level 1","ANZSCO","Minister of Religion",6
2012-05-31,"272311","Skill level 1","ANZSCO","Clinical Psychologist",0
2012-05-31,"272511","Skill level 1","ANZSCO","Social Worker",12
2012-05-31,"311213","Skill level 2","ANZSCO","Medical Laboratory Technician",0
2012-05-31,"311214","Skill level 2","ANZSCO","Operating Theatre Technician",3
2012-05-31,"311215","Skill level 2","ANZSCO","Pharmacy Technician",3
2012-05-31,"311216","Skill level 3","ANZSCO","Pathology Collector (Aus) / Phlebotomist (NZ)",0
2012-05-31,"311299","Skill level 2","ANZSCO","Medical Technicians nec",3
2012-05-31,"311411","Skill level 2","ANZSCO","Chemistry Technician",6
2012-05-31,"311499","Skill level 2","ANZSCO","Science Technicians nec",3
2012-05-31,"312111","Skill level 2","ANZSCO","Architectural Draftsperson",3
2012-05-31,"312112","Skill level 2","ANZSCO","Building Associate",0
2012-05-31,"312116","Skill level 2","ANZSCO","Surveying or Spatial Science Technician",0
2012-05-31,"312199","Skill level 2","ANZSCO","Architectural, Building and Surveying Technicians nec",3
2012-05-31,"312212","Skill level 2","ANZSCO","Civil Engineering Technician",3
2012-05-31,"312311","Skill level 2","ANZSCO","Electrical Engineering Draftsperson",3
2012-05-31,"312312","Skill level 2","ANZSCO","Electrical Engineering Technician",6
2012-05-31,"312412","Skill level 2","ANZSCO","Electronic Engineering Technician",9
2012-05-31,"312511","Skill level 2","ANZSCO","Mechanical Engineering Draftsperson",0
2012-05-31,"312512","Skill level 2","ANZSCO","Mechanical Engineering Technician",3
2012-05-31,"312611","Skill level 2","ANZSCO","Safety Inspector",3
2012-05-31,"313111","Skill level 2","ANZSCO","Hardware Technician",3
2012-05-31,"313112","Skill level 2","ANZSCO","ICT Customer Support Officer",30
2012-05-31,"313113","Skill level 2","ANZSCO","Web Administrator",6
2012-05-31,"313199","Skill level 2","ANZSCO","ICT Support Technicians nec",18
2012-05-31,"313212","Skill level 2","ANZSCO","Telecommunications Field Engineer",3
2012-05-31,"313214","Skill level 2","ANZSCO","Telecommunications Technical Officer or Technologist",3
2012-05-31,"321111","Skill level 3","ANZSCO","Automotive Electrician",3
2012-05-31,"321211","Skill level 3","ANZSCO","Motor Mechanic (General)",18
2012-05-31,"321212","Skill level 3","ANZSCO","Diesel Motor Mechanic",6
2012-05-31,"321213","Skill level 3","ANZSCO","Motorcycle Mechanic",0
2012-05-31,"321214","Skill level 3","ANZSCO","Small Engine Mechanic",3
2012-05-31,"322114","Skill level 3","ANZSCO","Metal Casting Trades Worker",3
2012-05-31,"322211","Skill level 3","ANZSCO","Sheetmetal Trades Worker",3
2012-05-31,"322313","Skill level 3","ANZSCO","Welder (First Class) (Aus) / Welder (NZ)",3
2012-05-31,"323211","Skill level 3","ANZSCO","Fitter (General)",3
2012-05-31,"323212","Skill level 3","ANZSCO","Fitter and Turner",0
2012-05-31,"323213","Skill level 3","ANZSCO","Fitter-Welder",6
2012-05-31,"323214","Skill level 3","ANZSCO","Metal Machinist (First Class)",0
2012-05-31,"323315","Skill level 3","ANZSCO","Saw Maker and Repairer",3
2012-05-31,"324111","Skill level 3","ANZSCO","Panelbeater",3
2012-05-31,"324212","Skill level 3","ANZSCO","Vehicle Trimmer",0
2012-05-31,"324311","Skill level 3","ANZSCO","Vehicle Painter",3
2012-05-31,"331111","Skill level 3","ANZSCO","Bricklayer",6
2012-05-31,"331112","Skill level 3","ANZSCO","Stonemason",3
2012-05-31,"331211","Skill level 3","ANZSCO","Carpenter and Joiner",6
2012-05-31,"331212","Skill level 3","ANZSCO","Carpenter",12
2012-05-31,"331213","Skill level 3","ANZSCO","Joiner",3
2012-05-31,"332211","Skill level 3","ANZSCO","Painting Trades Worker",3
2012-05-31,"333111","Skill level 3","ANZSCO","Glazier",0
2012-05-31,"333211","Skill level 3","ANZSCO","Fibrous Plasterer",3
2012-05-31,"333212","Skill level 3","ANZSCO","Solid Plasterer",0
2012-05-31,"333311","Skill level 3","ANZSCO","Roof Tiler",3
2012-05-31,"333411","Skill level 3","ANZSCO","Wall and Floor Tiler",3
2012-05-31,"334111","Skill level 3","ANZSCO","Plumber (General)",0
2012-05-31,"334113","Skill level 3","ANZSCO","Drainer (Aus) / Drainlayer (NZ)",3
2012-05-31,"334115","Skill level 3","ANZSCO","Roof Plumber",0
2012-05-31,"341111","Skill level 3","ANZSCO","Electrician (General)",12
2012-05-31,"341112","Skill level 3","ANZSCO","Electrician (Special Class)",3
2012-05-31,"342111","Skill level 3","ANZSCO","Airconditioning and Refrigeration Mechanic",3
2012-05-31,"342211","Skill level 3","ANZSCO","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)",0
2012-05-31,"342314","Skill level 3","ANZSCO","Electronic Instrument Trades Worker (General)",0
2012-05-31,"342413","Skill level 3","ANZSCO","Telecommunications Linesworker (Aus) / Telecommunications Line Mechanic (NZ)",3
2012-05-31,"342414","Skill level 3","ANZSCO","Telecommunications Technician",3
2012-05-31,"351111","Skill level 3","ANZSCO","Baker",18
2012-05-31,"351112","Skill level 3","ANZSCO","Pastrycook",3
2012-05-31,"351211","Skill level 3","ANZSCO","Butcher or Smallgoods Maker",3
2012-05-31,"351311","Skill level 2","ANZSCO","Chef",102
2012-05-31,"351411","Skill level 3","ANZSCO","Cook",3
2012-05-31,"361112","Skill level 3","ANZSCO","Horse Trainer",0
2012-05-31,"361113","Skill level 3","ANZSCO","Pet Groomer",3
2012-05-31,"361211","Skill level 3","ANZSCO","Shearer",0
2012-05-31,"362211","Skill level 3","ANZSCO","Gardener (General)",3
2012-05-31,"362212","Skill level 3","ANZSCO","Arborist",0
2012-05-31,"362411","Skill level 3","ANZSCO","Nurseryperson",9
2012-05-31,"391111","Skill level 3","ANZSCO","Hairdresser",12
2012-05-31,"392211","Skill level 3","ANZSCO","Graphic Pre-press Trades Worker",3
2012-05-31,"393113","Skill level 3","ANZSCO","Sail Maker",0
2012-05-31,"393211","Skill level 3","ANZSCO","Apparel Cutter",3
2012-05-31,"393212","Skill level 3","ANZSCO","Clothing Patternmaker",3
2012-05-31,"393213","Skill level 3","ANZSCO","Dressmaker or Tailor",6
2012-05-31,"394111","Skill level 3","ANZSCO","Cabinetmaker",3
2012-05-31,"394213","Skill level 3","ANZSCO","Wood Machinist",0
2012-05-31,"394299","Skill level 3","ANZSCO","Wood Machinists and Other Wood Trades Workers nec",3
2012-05-31,"399411","Skill level 3","ANZSCO","Jeweller",0
2012-05-31,"399512","Skill level 3","ANZSCO","Camera Operator (Film, Television or Video)",0
2012-05-31,"399516","Skill level 3","ANZSCO","Sound Technician",3
2012-05-31,"399999","Skill level 3","ANZSCO","Technicians and Trades Workers nec",3
2012-05-31,"411211","Skill level 2","ANZSCO","Dental Hygienist",0
2012-05-31,"411213","Skill level 2","ANZSCO","Dental Technician",0
2012-05-31,"411214","Skill level 2","ANZSCO","Dental Therapist",0
2012-05-31,"411411","Skill level 2","ANZSCO","Enrolled Nurse",3
2012-05-31,"411611","Skill level 2","ANZSCO","Massage Therapist",3
2012-05-31,"411711","Skill level 2","ANZSCO","Community Worker",6
2012-05-31,"411712","Skill level 2","ANZSCO","Disabilities Services Officer",3
2012-05-31,"411715","Skill level 2","ANZSCO","Residential Care Officer",6
2012-05-31,"411716","Skill level 2","ANZSCO","Youth Worker",0
2012-05-31,"431411","Skill level 3","ANZSCO","Hotel Service Manager",6
2012-05-31,"431999","Skill level 5","ANZSCO","Hospitality Workers nec",0
2012-05-31,"442111","Skill level 4","ANZSCO","Prison Officer",3
2012-05-31,"442216","Skill level 3","ANZSCO","Security Consultant",0
2012-05-31,"452311","Skill level 3","ANZSCO","Diving Instructor (Open Water)",0
2012-05-31,"452317","Skill level 3","ANZSCO","Other Sports Coach or Instructor",3
2012-05-31,"452321","Skill level 2","ANZSCO","Sports Development Officer",0
2012-05-31,"452413","Skill level 3","ANZSCO","Jockey",0
2012-05-31,"511111","Skill level 2","ANZSCO","Contract Administrator",3
2012-05-31,"511112","Skill level 2","ANZSCO","Program or Project Administrator",9
2012-05-31,"512111","Skill level 2","ANZSCO","Office Manager",21
2012-05-31,"512211","Skill level 2","ANZSCO","Health Practice Manager",3
2012-05-31,"521111","Skill level 3","ANZSCO","Personal Assistant",3
2012-05-31,"521211","Skill level 3","ANZSCO","Secretary (General)",3
2012-05-31,"521212","Skill level 3","ANZSCO","Legal Secretary",3
2012-05-31,"541111","Skill level 3","ANZSCO","Call or Contact Centre Team Leader",3
2012-05-31,"591115","Skill level 4","ANZSCO","Stock Clerk",0
2012-05-31,"599311","Skill level 4","ANZSCO","Debt Collector",0
2012-05-31,"611211","Skill level 3","ANZSCO","Insurance Agent",3
2012-05-31,"639211","Skill level 3","ANZSCO","Retail Buyer",0
2012-05-31,"733111","Skill level 4","ANZSCO","Truck Driver (General)",3
2012-05-31,"999910","(not recorded)","ANZSCO","Student",3
2012-05-31,"999970","(not recorded)","ANZSCO","Unemployed",3
2012-06-30,"(not recorded)","(not recorded)","N/A","(not recorded)",15
2012-06-30,"21312","(not recorded)","NZSCO","Geographic Information Systems Developer",0
2012-06-30,"24111","(not recorded)","NZSCO","Accountant",0
2012-06-30,"97000","(not recorded)","NZSCO","Team Manager (No Further Information)",3
2012-06-30,"99999","(not recorded)","NZSCO","Not Stated",39
2012-06-30,"111211","Skill level 1","ANZSCO","Corporate General Manager",6
2012-06-30,"121215","Skill level 1","ANZSCO","Grape Grower",0
2012-06-30,"121311","Skill level 1","ANZSCO","Apiarist",3
2012-06-30,"121313","Skill level 1","ANZSCO","Dairy Cattle Farmer",15
2012-06-30,"121317","Skill level 1","ANZSCO","Mixed Livestock Farmer",0
2012-06-30,"121321","Skill level 1","ANZSCO","Poultry Farmer",0
2012-06-30,"131112","Skill level 1","ANZSCO","Sales and Marketing Manager",9
2012-06-30,"132111","Skill level 1","ANZSCO","Corporate Services Manager",0
2012-06-30,"132211","Skill level 1","ANZSCO","Finance Manager",3
2012-06-30,"132311","Skill level 1","ANZSCO","Human Resource Manager",0
2012-06-30,"133111","Skill level 1","ANZSCO","Construction Project Manager",9
2012-06-30,"133211","Skill level 1","ANZSCO","Engineering Manager",3
2012-06-30,"133311","Skill level 1","ANZSCO","Importer or Exporter",0
2012-06-30,"133312","Skill level 1","ANZSCO","Wholesaler",3
2012-06-30,"133512","Skill level 1","ANZSCO","Production Manager (Manufacturing)",0
2012-06-30,"133611","Skill level 1","ANZSCO","Supply and Distribution Manager",3
2012-06-30,"134213","Skill level 1","ANZSCO","Primary Health Organisation Manager",3
2012-06-30,"134499","Skill level 1","ANZSCO","Education Managers nec",0
2012-06-30,"135112","Skill level 1","ANZSCO","ICT Project Manager",6
2012-06-30,"135199","Skill level 1","ANZSCO","ICT Managers nec",3
2012-06-30,"139211","Skill level 1","ANZSCO","Senior Non-commissioned Defence Force Member",0
2012-06-30,"139999","Skill level 1","ANZSCO","Specialist Managers nec",6
2012-06-30,"141111","Skill level 2","ANZSCO","Cafe or Restaurant Manager",42
2012-06-30,"141311","Skill level 2","ANZSCO","Hotel or Motel Manager",0
2012-06-30,"141999","Skill level 2","ANZSCO","Accommodation and Hospitality Managers nec",0
2012-06-30,"142111","Skill level 2","ANZSCO","Retail Manager (General)",54
2012-06-30,"142114","Skill level 2","ANZSCO","Hair or Beauty Salon Manager",3
2012-06-30,"149112","Skill level 2","ANZSCO","Fitness Centre Manager",0
2012-06-30,"149211","Skill level 2","ANZSCO","Call or Contact Centre Manager",3
2012-06-30,"149212","Skill level 2","ANZSCO","Customer Service Manager",3
2012-06-30,"149311","Skill level 2","ANZSCO","Conference and Event Organiser",3
2012-06-30,"149413","Skill level 2","ANZSCO","Transport Company Manager",3
2012-06-30,"149913","Skill level 2","ANZSCO","Facilities Manager",0
2012-06-30,"149914","Skill level 2","ANZSCO","Financial Institution Branch Manager",3
2012-06-30,"149999","Skill level 2","ANZSCO","Hospitality, Retail and Service Managers nec",6
2012-06-30,"211311","Skill level 1","ANZSCO","Photographer",3
2012-06-30,"211413","Skill level 1","ANZSCO","Sculptor",0
2012-06-30,"212112","Skill level 1","ANZSCO","Media Producer (excluding Video)",0
2012-06-30,"212317","Skill level 1","ANZSCO","Technical Director",0
2012-06-30,"221111","Skill level 1","ANZSCO","Accountant (General)",9
2012-06-30,"221112","Skill level 1","ANZSCO","Management Accountant",3
2012-06-30,"221211","Skill level 1","ANZSCO","Company Secretary",0
2012-06-30,"221213","Skill level 1","ANZSCO","External Auditor",3
2012-06-30,"221214","Skill level 1","ANZSCO","Internal Auditor",3
2012-06-30,"222199","Skill level 2","ANZSCO","Financial Brokers nec",0
2012-06-30,"222211","Skill level 1","ANZSCO","Financial Market Dealer",3
2012-06-30,"223112","Skill level 1","ANZSCO","Recruitment Consultant",3
2012-06-30,"223211","Skill level 1","ANZSCO","ICT Trainer",0
2012-06-30,"223311","Skill level 1","ANZSCO","Training and Development Professional",3
2012-06-30,"224311","Skill level 1","ANZSCO","Economist",3
2012-06-30,"224412","Skill level 1","ANZSCO","Policy Analyst",0
2012-06-30,"224711","Skill level 1","ANZSCO","Management Consultant",3
2012-06-30,"224712","Skill level 1","ANZSCO","Organisation and Methods Analyst",3
2012-06-30,"224913","Skill level 1","ANZSCO","Migration Agent",0
2012-06-30,"225111","Skill level 1","ANZSCO","Advertising Specialist",3
2012-06-30,"225112","Skill level 1","ANZSCO","Market Research Analyst",3
2012-06-30,"225113","Skill level 1","ANZSCO","Marketing Specialist",6
2012-06-30,"225212","Skill level 1","ANZSCO","ICT Business Development Manager",3
2012-06-30,"225213","Skill level 1","ANZSCO","ICT Sales Representative",3
2012-06-30,"225411","Skill level 1","ANZSCO","Sales Representative (Industrial Products)",3
2012-06-30,"225499","Skill level 1","ANZSCO","Technical Sales Representatives nec",3
2012-06-30,"231113","Skill level 1","ANZSCO","Flying Instructor",0
2012-06-30,"231212","Skill level 1","ANZSCO","Ship's Engineer",3
2012-06-30,"231299","Skill level 1","ANZSCO","Marine Transport Professionals nec",3
2012-06-30,"232111","Skill level 1","ANZSCO","Architect",0
2012-06-30,"232212","Skill level 1","ANZSCO","Surveyor",3
2012-06-30,"232411","Skill level 1","ANZSCO","Graphic Designer",6
2012-06-30,"232412","Skill level 1","ANZSCO","Illustrator",0
2012-06-30,"232413","Skill level 1","ANZSCO","Multimedia Designer",3
2012-06-30,"232414","Skill level 1","ANZSCO","Web Designer",3
2012-06-30,"232511","Skill level 1","ANZSCO","Interior Designer",0
2012-06-30,"232611","Skill level 1","ANZSCO","Urban and Regional Planner",0
2012-06-30,"233112","Skill level 1","ANZSCO","Materials Engineer",0
2012-06-30,"233211","Skill level 1","ANZSCO","Civil Engineer",6
2012-06-30,"233213","Skill level 1","ANZSCO","Quantity Surveyor",3
2012-06-30,"233214","Skill level 1","ANZSCO","Structural Engineer",6
2012-06-30,"233311","Skill level 1","ANZSCO","Electrical Engineer",3
2012-06-30,"233411","Skill level 1","ANZSCO","Electronics Engineer",3
2012-06-30,"233511","Skill level 1","ANZSCO","Industrial Engineer",0
2012-06-30,"233512","Skill level 1","ANZSCO","Mechanical Engineer",6
2012-06-30,"233513","Skill level 1","ANZSCO","Production or Plant Engineer",0
2012-06-30,"233612","Skill level 1","ANZSCO","Petroleum Engineer",3
2012-06-30,"233911","Skill level 1","ANZSCO","Aeronautical Engineer",0
2012-06-30,"233912","Skill level 1","ANZSCO","Agricultural Engineer",3
2012-06-30,"233916","Skill level 1","ANZSCO","Naval Architect (Aus) / Marine Designer (NZ)",0
2012-06-30,"233999","Skill level 1","ANZSCO","Engineering Professionals nec",6
2012-06-30,"234112","Skill level 1","ANZSCO","Agricultural Scientist",0
2012-06-30,"234211","Skill level 1","ANZSCO","Chemist",0
2012-06-30,"234212","Skill level 1","ANZSCO","Food Technologist",0
2012-06-30,"234312","Skill level 1","ANZSCO","Environmental Consultant",3
2012-06-30,"234313","Skill level 1","ANZSCO","Environmental Research Scientist",3
2012-06-30,"234399","Skill level 1","ANZSCO","Environmental Scientists nec",3
2012-06-30,"234411","Skill level 1","ANZSCO","Geologist",0
2012-06-30,"234511","Skill level 1","ANZSCO","Life Scientist (General)",3
2012-06-30,"234611","Skill level 1","ANZSCO","Medical Laboratory Scientist",3
2012-06-30,"234711","Skill level 1","ANZSCO","Veterinarian",3
