"Date","Occupation Code","Occupation Skill Level","Occupation Standard","Occupation","Count"
2009-07-31,"(not recorded)","(not recorded)","N/A","(not recorded)",30
2009-07-31,"12111","(not recorded)","NZSCO","General Manager",3
2009-07-31,"12213","(not recorded)","NZSCO","Works Manager",0
2009-07-31,"12222","(not recorded)","NZSCO","Project Manager",3
2009-07-31,"12224","(not recorded)","NZSCO","Accounting Manager",3
2009-07-31,"12241","(not recorded)","NZSCO","District Sales Manager",0
2009-07-31,"12241","(not recorded)","NZSCO","Marketing Manager",3
2009-07-31,"12241","(not recorded)","NZSCO","Sales and/or Marketing Manager",3
2009-07-31,"12241","(not recorded)","NZSCO","Sales Manager",0
2009-07-31,"12265","(not recorded)","NZSCO","Restaurant Manager",3
2009-07-31,"21311","(not recorded)","NZSCO","Computer Systems Analyst",0
2009-07-31,"21311","(not recorded)","NZSCO","Systems Analyst",0
2009-07-31,"21312","(not recorded)","NZSCO","Computer Applications Engineer",0
2009-07-31,"21312","(not recorded)","NZSCO","Software Engineer",3
2009-07-31,"21312","(not recorded)","NZSCO","Systems Software Engineer",0
2009-07-31,"21411","(not recorded)","NZSCO","Housing Architect",3
2009-07-31,"21431","(not recorded)","NZSCO","Electrical Engineer",0
2009-07-31,"21441","(not recorded)","NZSCO","Electronic and Telecommunications Engineer",3
2009-07-31,"21441","(not recorded)","NZSCO","Electronics Engineer",0
2009-07-31,"22221","(not recorded)","NZSCO","Dentist",3
2009-07-31,"22241","(not recorded)","NZSCO","Health Service Pharmacist",3
2009-07-31,"22242","(not recorded)","NZSCO","Community Pharmacist",0
2009-07-31,"23111","(not recorded)","NZSCO","University Professor",0
2009-07-31,"24111","(not recorded)","NZSCO","Accountant",0
2009-07-31,"24111","(not recorded)","NZSCO","Company Accountant",3
2009-07-31,"24133","(not recorded)","NZSCO","Financial Analyst",3
2009-07-31,"31142","(not recorded)","NZSCO","Computer Services Technician",0
2009-07-31,"33152","(not recorded)","NZSCO","Computer Consultant",0
2009-07-31,"33692","(not recorded)","NZSCO","Physical Training Instructor",0
2009-07-31,"41141","(not recorded)","NZSCO","Office Secretary",3
2009-07-31,"42121","(not recorded)","NZSCO","Bank Officer",3
2009-07-31,"61131","(not recorded)","NZSCO","Nursery Grower",0
2009-07-31,"71121","(not recorded)","NZSCO","Carpenter Maintenance",0
2009-07-31,"74211","(not recorded)","NZSCO","Cabinet Maker",3
2009-07-31,"99999","(not recorded)","NZSCO","Not Stated",21
2009-07-31,"111111","Skill level 1","ANZSCO","Chief Executive or Managing Director",3
2009-07-31,"111211","Skill level 1","ANZSCO","Corporate General Manager",0
2009-07-31,"121213","Skill level 1","ANZSCO","Fruit or Nut Grower",3
2009-07-31,"121216","Skill level 1","ANZSCO","Mixed Crop Farmer",3
2009-07-31,"121313","Skill level 1","ANZSCO","Dairy Cattle Farmer",12
2009-07-31,"121315","Skill level 1","ANZSCO","Goat Farmer",0
2009-07-31,"121321","Skill level 1","ANZSCO","Poultry Farmer",3
2009-07-31,"131112","Skill level 1","ANZSCO","Sales and Marketing Manager",6
2009-07-31,"132111","Skill level 1","ANZSCO","Corporate Services Manager",3
2009-07-31,"132211","Skill level 1","ANZSCO","Finance Manager",3
2009-07-31,"132311","Skill level 1","ANZSCO","Human Resource Manager",0
2009-07-31,"132411","Skill level 1","ANZSCO","Policy and Planning Manager",0
2009-07-31,"133111","Skill level 1","ANZSCO","Construction Project Manager",3
2009-07-31,"133211","Skill level 1","ANZSCO","Engineering Manager",3
2009-07-31,"133311","Skill level 1","ANZSCO","Importer or Exporter",3
2009-07-31,"133512","Skill level 1","ANZSCO","Production Manager (Manufacturing)",3
2009-07-31,"133611","Skill level 1","ANZSCO","Supply and Distribution Manager",3
2009-07-31,"134499","Skill level 1","ANZSCO","Education Managers nec",0
2009-07-31,"135112","Skill level 1","ANZSCO","ICT Project Manager",3
2009-07-31,"135199","Skill level 1","ANZSCO","ICT Managers nec",3
2009-07-31,"139211","Skill level 1","ANZSCO","Senior Non-commissioned Defence Force Member",3
2009-07-31,"139911","Skill level 1","ANZSCO","Arts Administrator or Manager",3
2009-07-31,"139999","Skill level 1","ANZSCO","Specialist Managers nec",3
2009-07-31,"141111","Skill level 2","ANZSCO","Cafe or Restaurant Manager",15
2009-07-31,"141311","Skill level 2","ANZSCO","Hotel or Motel Manager",3
2009-07-31,"141999","Skill level 2","ANZSCO","Accommodation and Hospitality Managers nec",3
2009-07-31,"142111","Skill level 2","ANZSCO","Retail Manager (General)",18
2009-07-31,"142116","Skill level 2","ANZSCO","Travel Agency Manager",3
2009-07-31,"149212","Skill level 2","ANZSCO","Customer Service Manager",3
2009-07-31,"149311","Skill level 2","ANZSCO","Conference and Event Organiser",0
2009-07-31,"149413","Skill level 2","ANZSCO","Transport Company Manager",3
2009-07-31,"211311","Skill level 1","ANZSCO","Photographer",0
2009-07-31,"211499","Skill level 1","ANZSCO","Visual Arts and Crafts Professionals nec",0
2009-07-31,"212314","Skill level 1","ANZSCO","Film and Video Editor",3
2009-07-31,"212318","Skill level 1","ANZSCO","Video Producer",0
2009-07-31,"221111","Skill level 1","ANZSCO","Accountant (General)",9
2009-07-31,"221112","Skill level 1","ANZSCO","Management Accountant",0
2009-07-31,"221113","Skill level 1","ANZSCO","Taxation Accountant",3
2009-07-31,"221211","Skill level 1","ANZSCO","Company Secretary",0
2009-07-31,"221213","Skill level 1","ANZSCO","External Auditor",0
2009-07-31,"221214","Skill level 1","ANZSCO","Internal Auditor",3
2009-07-31,"222112","Skill level 2","ANZSCO","Finance Broker",3
2009-07-31,"222311","Skill level 1","ANZSCO","Financial Investment Adviser",0
2009-07-31,"223111","Skill level 1","ANZSCO","Human Resource Adviser",0
2009-07-31,"223112","Skill level 1","ANZSCO","Recruitment Consultant",3
2009-07-31,"223211","Skill level 1","ANZSCO","ICT Trainer",0
2009-07-31,"223311","Skill level 1","ANZSCO","Training and Development Professional",3
2009-07-31,"224214","Skill level 1","ANZSCO","Records Manager",0
2009-07-31,"224611","Skill level 1","ANZSCO","Librarian",0
2009-07-31,"224711","Skill level 1","ANZSCO","Management Consultant",0
2009-07-31,"224712","Skill level 1","ANZSCO","Organisation and Methods Analyst",3
2009-07-31,"225111","Skill level 1","ANZSCO","Advertising Specialist",0
2009-07-31,"225112","Skill level 1","ANZSCO","Market Research Analyst",0
2009-07-31,"225113","Skill level 1","ANZSCO","Marketing Specialist",9
2009-07-31,"225211","Skill level 1","ANZSCO","ICT Account Manager",3
2009-07-31,"225212","Skill level 1","ANZSCO","ICT Business Development Manager",3
2009-07-31,"225311","Skill level 1","ANZSCO","Public Relations Professional",0
2009-07-31,"225412","Skill level 1","ANZSCO","Sales Representative (Medical and Pharmaceutical Products)",0
2009-07-31,"225499","Skill level 1","ANZSCO","Technical Sales Representatives nec",0
2009-07-31,"231212","Skill level 1","ANZSCO","Ship's Engineer",3
2009-07-31,"232112","Skill level 1","ANZSCO","Landscape Architect",0
2009-07-31,"232212","Skill level 1","ANZSCO","Surveyor",0
2009-07-31,"232411","Skill level 1","ANZSCO","Graphic Designer",6
2009-07-31,"232412","Skill level 1","ANZSCO","Illustrator",3
2009-07-31,"232413","Skill level 1","ANZSCO","Multimedia Designer",3
2009-07-31,"232611","Skill level 1","ANZSCO","Urban and Regional Planner",0
2009-07-31,"233111","Skill level 1","ANZSCO","Chemical Engineer",3
2009-07-31,"233211","Skill level 1","ANZSCO","Civil Engineer",3
2009-07-31,"233212","Skill level 1","ANZSCO","Geotechnical Engineer",0
2009-07-31,"233213","Skill level 1","ANZSCO","Quantity Surveyor",0
2009-07-31,"233214","Skill level 1","ANZSCO","Structural Engineer",0
2009-07-31,"233311","Skill level 1","ANZSCO","Electrical Engineer",3
2009-07-31,"233512","Skill level 1","ANZSCO","Mechanical Engineer",3
2009-07-31,"233513","Skill level 1","ANZSCO","Production or Plant Engineer",0
2009-07-31,"233611","Skill level 1","ANZSCO","Mining Engineer (excluding Petroleum)",3
2009-07-31,"233911","Skill level 1","ANZSCO","Aeronautical Engineer",0
2009-07-31,"233914","Skill level 1","ANZSCO","Engineering Technologist",3
2009-07-31,"233999","Skill level 1","ANZSCO","Engineering Professionals nec",3
2009-07-31,"234112","Skill level 1","ANZSCO","Agricultural Scientist",3
2009-07-31,"234212","Skill level 1","ANZSCO","Food Technologist",3
2009-07-31,"234312","Skill level 1","ANZSCO","Environmental Consultant",3
2009-07-31,"234313","Skill level 1","ANZSCO","Environmental Research Scientist",6
2009-07-31,"234399","Skill level 1","ANZSCO","Environmental Scientists nec",3
2009-07-31,"234511","Skill level 1","ANZSCO","Life Scientist (General)",0
2009-07-31,"234514","Skill level 1","ANZSCO","Biotechnologist",3
2009-07-31,"234517","Skill level 1","ANZSCO","Microbiologist",0
2009-07-31,"234599","Skill level 1","ANZSCO","Life Scientists nec",0
2009-07-31,"234611","Skill level 1","ANZSCO","Medical Laboratory Scientist",0
2009-07-31,"234711","Skill level 1","ANZSCO","Veterinarian",3
2009-07-31,"234914","Skill level 1","ANZSCO","Physicist",0
2009-07-31,"241111","Skill level 1","ANZSCO","Early Childhood (Pre-primary School) Teacher",0
2009-07-31,"241213","Skill level 1","ANZSCO","Primary School Teacher",6
2009-07-31,"241311","Skill level 1","ANZSCO","Middle School Teacher (Aus) / Intermediate School Teacher (NZ)",0
2009-07-31,"241411","Skill level 1","ANZSCO","Secondary School Teacher",15
2009-07-31,"241511","Skill level 1","ANZSCO","Special Needs Teacher",3
2009-07-31,"242111","Skill level 1","ANZSCO","University Lecturer",12
2009-07-31,"242112","Skill level 1","ANZSCO","University Tutor",0
2009-07-31,"249211","Skill level 1","ANZSCO","Art Teacher (Private Tuition)",0
2009-07-31,"249299","Skill level 1","ANZSCO","Private Tutors and Teachers nec",3
2009-07-31,"249311","Skill level 1","ANZSCO","Teacher of English to Speakers of Other Languages",0
2009-07-31,"251211","Skill level 1","ANZSCO","Medical Diagnostic Radiographer",0
2009-07-31,"251311","Skill level 1","ANZSCO","Environmental Health Officer",0
2009-07-31,"251511","Skill level 1","ANZSCO","Hospital Pharmacist",0
2009-07-31,"251513","Skill level 1","ANZSCO","Retail Pharmacist",3
2009-07-31,"252112","Skill level 1","ANZSCO","Osteopath",0
2009-07-31,"252211","Skill level 1","ANZSCO","Acupuncturist",3
2009-07-31,"252312","Skill level 1","ANZSCO","Dentist",3
2009-07-31,"252411","Skill level 1","ANZSCO","Occupational Therapist",3
2009-07-31,"252511","Skill level 1","ANZSCO","Physiotherapist",3
2009-07-31,"252711","Skill level 1","ANZSCO","Audiologist",0
2009-07-31,"252712","Skill level 1","ANZSCO","Speech Pathologist (Aus) / Speech Language Therapist (NZ)",0
2009-07-31,"253111","Skill level 1","ANZSCO","General Practitioner",0
2009-07-31,"253112","Skill level 1","ANZSCO","Resident Medical Officer",6
2009-07-31,"253211","Skill level 1","ANZSCO","Anaesthetist",3
2009-07-31,"253321","Skill level 1","ANZSCO","Paediatrician",3
2009-07-31,"253511","Skill level 1","ANZSCO","Surgeon (General)",0
2009-07-31,"253518","Skill level 1","ANZSCO","Urologist",3
2009-07-31,"253917","Skill level 1","ANZSCO","Diagnostic and Interventional Radiologist",0
2009-07-31,"253999","Skill level 1","ANZSCO","Medical Practitioners nec",0
2009-07-31,"254111","Skill level 1","ANZSCO","Midwife",3
2009-07-31,"254411","Skill level 1","ANZSCO","Nurse Practitioner",3
2009-07-31,"254412","Skill level 1","ANZSCO","Registered Nurse (Aged Care)",6
2009-07-31,"254413","Skill level 1","ANZSCO","Registered Nurse (Child and Family Health)",3
2009-07-31,"254415","Skill level 1","ANZSCO","Registered Nurse (Critical Care and Emergency)",3
2009-07-31,"254418","Skill level 1","ANZSCO","Registered Nurse (Medical)",27
2009-07-31,"254421","Skill level 1","ANZSCO","Registered Nurse (Medical Practice)",0
2009-07-31,"254423","Skill level 1","ANZSCO","Registered Nurse (Perioperative)",3
2009-07-31,"254424","Skill level 1","ANZSCO","Registered Nurse (Surgical)",3
2009-07-31,"254499","Skill level 1","ANZSCO","Registered Nurses nec",3
2009-07-31,"261111","Skill level 1","ANZSCO","ICT Business Analyst",6
2009-07-31,"261112","Skill level 1","ANZSCO","Systems Analyst",9
2009-07-31,"261212","Skill level 1","ANZSCO","Web Developer",3
2009-07-31,"261311","Skill level 1","ANZSCO","Analyst Programmer",6
2009-07-31,"261312","Skill level 1","ANZSCO","Developer Programmer",9
2009-07-31,"261313","Skill level 1","ANZSCO","Software Engineer",6
2009-07-31,"261399","Skill level 1","ANZSCO","Software and Applications Programmers nec",6
2009-07-31,"262111","Skill level 1","ANZSCO","Database Administrator",3
2009-07-31,"262113","Skill level 1","ANZSCO","Systems Administrator",3
2009-07-31,"263111","Skill level 1","ANZSCO","Computer Network and Systems Engineer",3
2009-07-31,"263212","Skill level 1","ANZSCO","ICT Support Engineer",0
2009-07-31,"263213","Skill level 1","ANZSCO","ICT Systems Test Engineer",0
2009-07-31,"263311","Skill level 1","ANZSCO","Telecommunications Engineer",0
2009-07-31,"263312","Skill level 1","ANZSCO","Telecommunications Network Engineer",3
2009-07-31,"272114","Skill level 1","ANZSCO","Rehabilitation Counsellor",0
2009-07-31,"272211","Skill level 1","ANZSCO","Minister of Religion",6
2009-07-31,"272311","Skill level 1","ANZSCO","Clinical Psychologist",0
2009-07-31,"272511","Skill level 1","ANZSCO","Social Worker",6
2009-07-31,"272613","Skill level 1","ANZSCO","Welfare Worker",0
2009-07-31,"311111","Skill level 2","ANZSCO","Agricultural Technician",0
2009-07-31,"311213","Skill level 2","ANZSCO","Medical Laboratory Technician",6
2009-07-31,"311215","Skill level 2","ANZSCO","Pharmacy Technician",3
2009-07-31,"311299","Skill level 2","ANZSCO","Medical Technicians nec",0
2009-07-31,"311411","Skill level 2","ANZSCO","Chemistry Technician",6
2009-07-31,"311412","Skill level 2","ANZSCO","Earth Science Technician",0
2009-07-31,"311413","Skill level 2","ANZSCO","Life Science Technician",3
2009-07-31,"311499","Skill level 2","ANZSCO","Science Technicians nec",0
2009-07-31,"312111","Skill level 2","ANZSCO","Architectural Draftsperson",3
2009-07-31,"312113","Skill level 2","ANZSCO","Building Inspector",0
2009-07-31,"312116","Skill level 2","ANZSCO","Surveying or Spatial Science Technician",0
2009-07-31,"312211","Skill level 2","ANZSCO","Civil Engineering Draftsperson",0
2009-07-31,"312212","Skill level 2","ANZSCO","Civil Engineering Technician",3
2009-07-31,"312312","Skill level 2","ANZSCO","Electrical Engineering Technician",0
2009-07-31,"312412","Skill level 2","ANZSCO","Electronic Engineering Technician",0
2009-07-31,"312511","Skill level 2","ANZSCO","Mechanical Engineering Draftsperson",3
2009-07-31,"312512","Skill level 2","ANZSCO","Mechanical Engineering Technician",3
2009-07-31,"312913","Skill level 2","ANZSCO","Mine Deputy",0
2009-07-31,"313111","Skill level 2","ANZSCO","Hardware Technician",0
2009-07-31,"313112","Skill level 2","ANZSCO","ICT Customer Support Officer",6
2009-07-31,"313113","Skill level 2","ANZSCO","Web Administrator",3
2009-07-31,"313199","Skill level 2","ANZSCO","ICT Support Technicians nec",15
2009-07-31,"313211","Skill level 2","ANZSCO","Radiocommunications Technician",3
2009-07-31,"313212","Skill level 2","ANZSCO","Telecommunications Field Engineer",0
2009-07-31,"313213","Skill level 2","ANZSCO","Telecommunications Network Planner",0
2009-07-31,"321111","Skill level 3","ANZSCO","Automotive Electrician",3
2009-07-31,"321211","Skill level 3","ANZSCO","Motor Mechanic (General)",21
2009-07-31,"321212","Skill level 3","ANZSCO","Diesel Motor Mechanic",6
2009-07-31,"321213","Skill level 3","ANZSCO","Motorcycle Mechanic",3
2009-07-31,"322211","Skill level 3","ANZSCO","Sheetmetal Trades Worker",3
2009-07-31,"322311","Skill level 3","ANZSCO","Metal Fabricator",0
2009-07-31,"322313","Skill level 3","ANZSCO","Welder (First Class) (Aus) / Welder (NZ)",3
2009-07-31,"323111","Skill level 3","ANZSCO","Aircraft Maintenance Engineer (Avionics)",3
2009-07-31,"323211","Skill level 3","ANZSCO","Fitter (General)",3
2009-07-31,"323212","Skill level 3","ANZSCO","Fitter and Turner",6
2009-07-31,"323213","Skill level 3","ANZSCO","Fitter-Welder",9
2009-07-31,"323214","Skill level 3","ANZSCO","Metal Machinist (First Class)",3
2009-07-31,"323299","Skill level 3","ANZSCO","Metal Fitters and Machinists nec",3
2009-07-31,"324111","Skill level 3","ANZSCO","Panelbeater",6
2009-07-31,"324211","Skill level 3","ANZSCO","Vehicle Body Builder",3
2009-07-31,"331111","Skill level 3","ANZSCO","Bricklayer",0
2009-07-31,"331211","Skill level 3","ANZSCO","Carpenter and Joiner",3
2009-07-31,"331212","Skill level 3","ANZSCO","Carpenter",9
2009-07-31,"331213","Skill level 3","ANZSCO","Joiner",0
2009-07-31,"332211","Skill level 3","ANZSCO","Painting Trades Worker",3
2009-07-31,"333111","Skill level 3","ANZSCO","Glazier",0
2009-07-31,"333211","Skill level 3","ANZSCO","Fibrous Plasterer",3
2009-07-31,"333212","Skill level 3","ANZSCO","Solid Plasterer",0
2009-07-31,"333411","Skill level 3","ANZSCO","Wall and Floor Tiler",3
2009-07-31,"334111","Skill level 3","ANZSCO","Plumber (General)",6
2009-07-31,"334114","Skill level 3","ANZSCO","Gasfitter",0
2009-07-31,"341111","Skill level 3","ANZSCO","Electrician (General)",6
2009-07-31,"342111","Skill level 3","ANZSCO","Airconditioning and Refrigeration Mechanic",9
2009-07-31,"342211","Skill level 3","ANZSCO","Electrical Linesworker (Aus) / Electrical Line Mechanic (NZ)",3
2009-07-31,"342313","Skill level 3","ANZSCO","Electronic Equipment Trades Worker",3
2009-07-31,"342413","Skill level 3","ANZSCO","Telecommunications Linesworker (Aus) / Telecommunications Line Mechanic (NZ)",3
2009-07-31,"342414","Skill level 3","ANZSCO","Telecommunications Technician",21
2009-07-31,"351111","Skill level 3","ANZSCO","Baker",12
2009-07-31,"351112","Skill level 3","ANZSCO","Pastrycook",3
2009-07-31,"351311","Skill level 2","ANZSCO","Chef",30
2009-07-31,"351411","Skill level 3","ANZSCO","Cook",9
2009-07-31,"362212","Skill level 3","ANZSCO","Arborist",0
2009-07-31,"391111","Skill level 3","ANZSCO","Hairdresser",3
2009-07-31,"392112","Skill level 3","ANZSCO","Screen Printer",3
2009-07-31,"392211","Skill level 3","ANZSCO","Graphic Pre-press Trades Worker",0
2009-07-31,"392311","Skill level 3","ANZSCO","Printing Machinist",3
2009-07-31,"392312","Skill level 3","ANZSCO","Small Offset Printer",0
2009-07-31,"393299","Skill level 3","ANZSCO","Clothing Trades Workers nec",0
2009-07-31,"393311","Skill level 3","ANZSCO","Upholsterer",3
2009-07-31,"394111","Skill level 3","ANZSCO","Cabinetmaker",3
2009-07-31,"399911","Skill level 3","ANZSCO","Diver",3
2009-07-31,"399913","Skill level 3","ANZSCO","Optical Dispenser (Aus) / Dispensing Optician (NZ)",0
2009-07-31,"399914","Skill level 3","ANZSCO","Optical Mechanic",0
2009-07-31,"399999","Skill level 3","ANZSCO","Technicians and Trades Workers nec",0
2009-07-31,"411213","Skill level 2","ANZSCO","Dental Technician",0
2009-07-31,"411214","Skill level 2","ANZSCO","Dental Therapist",0
2009-07-31,"411411","Skill level 2","ANZSCO","Enrolled Nurse",0
2009-07-31,"411611","Skill level 2","ANZSCO","Massage Therapist",3
2009-07-31,"411711","Skill level 2","ANZSCO","Community Worker",0
2009-07-31,"431211","Skill level 5","ANZSCO","Cafe Worker",0
2009-07-31,"441312","Skill level 2","ANZSCO","Police Officer",0
2009-07-31,"442111","Skill level 4","ANZSCO","Prison Officer",3
2009-07-31,"452317","Skill level 3","ANZSCO","Other Sports Coach or Instructor",0
2009-07-31,"452321","Skill level 2","ANZSCO","Sports Development Officer",0
2009-07-31,"511111","Skill level 2","ANZSCO","Contract Administrator",0
2009-07-31,"511112","Skill level 2","ANZSCO","Program or Project Administrator",3
2009-07-31,"512111","Skill level 2","ANZSCO","Office Manager",6
2009-07-31,"512299","Skill level 2","ANZSCO","Practice Managers nec",0
2009-07-31,"521111","Skill level 3","ANZSCO","Personal Assistant",3
2009-07-31,"521211","Skill level 3","ANZSCO","Secretary (General)",3
2009-07-31,"521212","Skill level 3","ANZSCO","Legal Secretary",0
2009-07-31,"541111","Skill level 3","ANZSCO","Call or Contact Centre Team Leader",3
2009-07-31,"542114","Skill level 4","ANZSCO","Medical Receptionist",3
2009-07-31,"551111","Skill level 4","ANZSCO","Accounts Clerk",3
2009-07-31,"561999","Skill level 5","ANZSCO","Clerical and Office Support Workers nec",3
2009-07-31,"599999","Skill level 4","ANZSCO","Clerical and Administrative Workers nec",0
2009-07-31,"611399","Skill level 4","ANZSCO","Sales Representatives nec",3
2009-07-31,"621111","Skill level 5","ANZSCO","Sales Assistant (General)",3
2009-07-31,"621511","Skill level 4","ANZSCO","Retail Supervisor",3
2009-07-31,"712311","Skill level 4","ANZSCO","Engineering Production Worker",3
2009-07-31,"821111","Skill level 5","ANZSCO","Builder's Labourer",3
2009-07-31,"831199","Skill level 5","ANZSCO","Food and Drink Factory Workers nec",3
2009-07-31,"999910","(not recorded)","ANZSCO","Student",18
2009-07-31,"999970","(not recorded)","ANZSCO","Unemployed",6
2009-08-31,"(not recorded)","(not recorded)","N/A","(not recorded)",33
2009-08-31,"12213","(not recorded)","NZSCO","Production Manager",0
2009-08-31,"12213","(not recorded)","NZSCO","Works Manager",0
2009-08-31,"12222","(not recorded)","NZSCO","Administration Manager",0
2009-08-31,"12224","(not recorded)","NZSCO","Financial Manager",0
2009-08-31,"12241","(not recorded)","NZSCO","Marketing Manager",3
2009-08-31,"12241","(not recorded)","NZSCO","Sales and/or Marketing Manager",0
2009-08-31,"12241","(not recorded)","NZSCO","Sales Executive",0
2009-08-31,"12261","(not recorded)","NZSCO","Supply and Distribution Manager",0
2009-08-31,"12271","(not recorded)","NZSCO","Computer Systems Manager",0
2009-08-31,"12271","(not recorded)","NZSCO","Information Technology Manager",0
2009-08-31,"12271","(not recorded)","NZSCO","IT Manager",3
2009-08-31,"21311","(not recorded)","NZSCO","Systems Analyst",0
2009-08-31,"21312","(not recorded)","NZSCO","Computer Applications Engineer",0
2009-08-31,"21312","(not recorded)","NZSCO","IT Consultant",3
2009-08-31,"21312","(not recorded)","NZSCO","Software Engineer",0
2009-08-31,"21431","(not recorded)","NZSCO","Electrical Engineer",0
2009-08-31,"21455","(not recorded)","NZSCO","Other Mechanical Engineer",0
2009-08-31,"21461","(not recorded)","NZSCO","Chemical Engineer",0
2009-08-31,"22312","(not recorded)","NZSCO","Registered Nurse",0
2009-08-31,"23111","(not recorded)","NZSCO","University and Higher Education Lecturer and/or Tutor",3
2009-08-31,"23111","(not recorded)","NZSCO","University Lecturer",3
2009-08-31,"23111","(not recorded)","NZSCO","University Professor",0
2009-08-31,"23211","(not recorded)","NZSCO","Secondary School Teacher",3
2009-08-31,"24131","(not recorded)","NZSCO","Marketing Officer",0
2009-08-31,"24231","(not recorded)","NZSCO","Other Legal Professional",0
2009-08-31,"31111","(not recorded)","NZSCO","Chemistry Technician",0
2009-08-31,"31211","(not recorded)","NZSCO","Computer Programmer",0
2009-08-31,"33152","(not recorded)","NZSCO","Technical Service Advisor",0
2009-08-31,"33231","(not recorded)","NZSCO","Bookkeeper",0
2009-08-31,"33411","(not recorded)","NZSCO","Community Social Worker",3
2009-08-31,"33411","(not recorded)","NZSCO","Social Worker",3
2009-08-31,"33631","(not recorded)","NZSCO","Graphic Designer",3
2009-08-31,"41121","(not recorded)","NZSCO","Coding Clerk",3
2009-08-31,"42213","(not recorded)","NZSCO","Information Clerk and Other Receptionist",3
2009-08-31,"51221","(not recorded)","NZSCO","Chef",0
2009-08-31,"51411","(not recorded)","NZSCO","Hairdresser",0
2009-08-31,"52111","(not recorded)","NZSCO","Sales Supervisor",0
2009-08-31,"61131","(not recorded)","NZSCO","Nursery Grower",0
2009-08-31,"71121","(not recorded)","NZSCO","Carpenter",0
2009-08-31,"71242","(not recorded)","NZSCO","Spray Painter",3
2009-08-31,"72311","(not recorded)","NZSCO","Maintenance Fitter",3
2009-08-31,"72312","(not recorded)","NZSCO","Auto Mechanic",3
2009-08-31,"72312","(not recorded)","NZSCO","Motor Mechanic",0
2009-08-31,"99999","(not recorded)","NZSCO","Not Stated",39
2009-08-31,"111211","Skill level 1","ANZSCO","Corporate General Manager",3
2009-08-31,"121212","Skill level 1","ANZSCO","Flower Grower",0
2009-08-31,"121213","Skill level 1","ANZSCO","Fruit or Nut Grower",0
2009-08-31,"121215","Skill level 1","ANZSCO","Grape Grower",0
2009-08-31,"121221","Skill level 1","ANZSCO","Vegetable Grower (Aus) / Market Gardener (NZ)",0
2009-08-31,"121313","Skill level 1","ANZSCO","Dairy Cattle Farmer",9
2009-08-31,"121321","Skill level 1","ANZSCO","Poultry Farmer",0
2009-08-31,"131112","Skill level 1","ANZSCO","Sales and Marketing Manager",9
2009-08-31,"131113","Skill level 1","ANZSCO","Advertising Manager",3
2009-08-31,"132111","Skill level 1","ANZSCO","Corporate Services Manager",0
2009-08-31,"132511","Skill level 1","ANZSCO","Research and Development Manager",3
2009-08-31,"133111","Skill level 1","ANZSCO","Construction Project Manager",3
2009-08-31,"133211","Skill level 1","ANZSCO","Engineering Manager",3
2009-08-31,"133511","Skill level 1","ANZSCO","Production Manager (Forestry)",0
2009-08-31,"133512","Skill level 1","ANZSCO","Production Manager (Manufacturing)",3
2009-08-31,"133611","Skill level 1","ANZSCO","Supply and Distribution Manager",6
2009-08-31,"134212","Skill level 1","ANZSCO","Nursing Clinical Director",3
2009-08-31,"134311","Skill level 1","ANZSCO","School Principal",0
2009-08-31,"134411","Skill level 1","ANZSCO","Faculty Head",0
2009-08-31,"134499","Skill level 1","ANZSCO","Education Managers nec",0
2009-08-31,"135112","Skill level 1","ANZSCO","ICT Project Manager",3
2009-08-31,"135199","Skill level 1","ANZSCO","ICT Managers nec",3
2009-08-31,"139211","Skill level 1","ANZSCO","Senior Non-commissioned Defence Force Member",0
2009-08-31,"139911","Skill level 1","ANZSCO","Arts Administrator or Manager",0
2009-08-31,"139914","Skill level 1","ANZSCO","Quality Assurance Manager",3
2009-08-31,"139915","Skill level 1","ANZSCO","Sports Administrator",0
2009-08-31,"139999","Skill level 1","ANZSCO","Specialist Managers nec",0
2009-08-31,"141111","Skill level 2","ANZSCO","Cafe or Restaurant Manager",21
2009-08-31,"141311","Skill level 2","ANZSCO","Hotel or Motel Manager",6
2009-08-31,"141411","Skill level 2","ANZSCO","Licensed Club Manager",0
2009-08-31,"142111","Skill level 2","ANZSCO","Retail Manager (General)",18
2009-08-31,"142114","Skill level 2","ANZSCO","Hair or Beauty Salon Manager",3
2009-08-31,"142116","Skill level 2","ANZSCO","Travel Agency Manager",0
2009-08-31,"149212","Skill level 2","ANZSCO","Customer Service Manager",3
2009-08-31,"149311","Skill level 2","ANZSCO","Conference and Event Organiser",0
2009-08-31,"149914","Skill level 2","ANZSCO","Financial Institution Branch Manager",0
2009-08-31,"149999","Skill level 2","ANZSCO","Hospitality, Retail and Service Managers nec",0
2009-08-31,"211499","Skill level 1","ANZSCO","Visual Arts and Crafts Professionals nec",0
2009-08-31,"212113","Skill level 1","ANZSCO","Radio Presenter",0
2009-08-31,"212317","Skill level 1","ANZSCO","Technical Director",0
2009-08-31,"212413","Skill level 1","ANZSCO","Print Journalist",0
2009-08-31,"212499","Skill level 1","ANZSCO","Journalists and Other Writers nec",3
2009-08-31,"221111","Skill level 1","ANZSCO","Accountant (General)",15
2009-08-31,"221112","Skill level 1","ANZSCO","Management Accountant",0
2009-08-31,"221113","Skill level 1","ANZSCO","Taxation Accountant",0
2009-08-31,"221213","Skill level 1","ANZSCO","External Auditor",6
2009-08-31,"221214","Skill level 1","ANZSCO","Internal Auditor",9
